地區,年分,房,廳,衛,室,車位,樓層,總樓層,房價(萬),海拔
大安區,51.7,3.0,2.0,1.0,0.0,0,4,4,3100.0,5.305
大安區,14.2,1.0,1.0,1.0,0.0,0,3,14,1970.0,3.891
大安區,5.4,4.0,2.0,3.0,0.0,1,11,23,11988.0,8.98
北投區,9.8,3.0,3.0,4.0,0.0,1,7,10,6200.0,1.244
大安區,33.8,0.0,1.0,1.0,0.0,0,7,12,4250.0,3.891
大安區,39.4,3.0,2.0,2.0,2.0,0,2,5,3488.0,7.251
大安區,36.6,0.0,1.0,0.0,1.0,0,9,14,3060.0,3.77
北投區,39.4,3.0,2.0,2.0,0.0,0,2,5,1280.0,47.625
大安區,10.2,1.0,2.0,1.0,0.0,1,2,7,3338.0,6.257
大安區,21.5,0.0,2.0,4.0,2.0,1,1,9,15000.0,4.108
大安區,0.8,1.0,2.0,1.0,0.0,1,3,15,3025.0,6.326
北投區,39.3,1.0,0.0,1.0,0.0,0,7,7,620.0,148.535
大安區,43.8,2.0,2.0,1.0,0.0,0,2,4,2150.0,6.163
北投區,25.9,1.0,0.0,1.0,0.0,0,3,6,568.0,17.618
大安區,41.4,3.0,2.0,3.0,0.0,0,3,7,3980.0,6.418
北投區,55.5,3.0,2.0,0.5,0.5,0,1,1,2588.0,14.958
北投區,24.8,3.0,2.0,2.0,0.0,0,1,7,2398.0,31.409
大安區,40.6,3.0,2.0,2.0,0.0,0,3,11,3680.0,6.326
大安區,34.4,4.0,2.0,2.0,0.0,0,4,7,4380.0,5.084
大安區,32.5,4.0,2.0,1.5,1.5,0,3,7,4468.0,6.332
大安區,41.5,3.0,2.0,2.0,0.0,1,6,12,3980.0,5.305
北投區,38.2,0.0,4.0,2.0,0.0,0,-1,5,14200.0,5.226
大安區,37.0,3.0,2.0,2.0,2.0,0,4,5,2580.0,9.118
大安區,40.1,4.0,0.0,4.0,0.0,0,5,5,2880.0,6.793
大安區,39.1,0.0,2.0,1.0,0.0,0,-1,7,5500.0,5.305
北投區,3.8,4.0,2.0,2.0,1.0,1,3,5,5880.0,84.617
大安區,40.2,4.0,2.0,2.0,0.0,0,2,7,4200.0,3.77
大安區,6.8,1.0,0.0,1.0,0.0,0,1,7,950.0,3.891
大安區,39.5,4.0,2.0,3.0,0.0,0,2,7,6000.0,6.326
大安區,21.5,0.0,1.0,2.0,1.0,1,1,9,7288.0,4.108
大安區,44.5,0.0,1.0,1.0,0.0,0,1,7,6988.0,5.488
大安區,44.4,3.0,2.0,1.0,1.0,0,9,12,2850.0,4.316
北投區,12.3,1.0,1.0,2.0,0.0,0,11,13,738.0,79.326
北投區,48.5,6.0,4.0,0.0,0.0,0,1,2,6500.0,5.377
大安區,48.0,4.0,2.0,2.0,0.0,0,4,4,3880.0,2.25
大安區,36.9,0.0,1.0,1.0,0.0,0,7,12,2080.0,5.084
北投區,31.7,4.0,2.0,3.0,0.0,1,7,8,4980.0,14.697
大安區,24.9,1.0,0.0,1.0,0.0,1,7,9,2280.0,3.77
北投區,43.7,1.0,1.0,1.0,0.0,0,5,7,550.0,44.001
大安區,51.8,3.0,2.0,1.5,1.5,0,2,4,2988.0,5.305
北投區,39.6,3.0,2.0,2.0,0.0,0,4,5,1180.0,84.617
大安區,9.6,3.0,2.0,2.0,0.0,1,3,7,8600.0,5.305
大安區,43.7,0.0,1.0,1.0,0.0,0,4,5,1180.0,6.418
大安區,34.3,3.0,2.0,2.0,0.0,0,1,14,3488.0,3.803
大安區,29.3,3.0,2.0,2.0,1.0,0,2,5,2680.0,8.759
大安區,34.5,3.0,1.0,1.0,0.0,1,1,7,4988.0,8.454
北投區,54.3,5.0,2.0,3.0,1.0,0,1,2,9990.0,117.137
大安區,11.4,3.0,2.0,2.0,0.0,0,3,10,3550.0,6.257
北投區,24.7,0.0,1.0,1.0,0.0,1,1,12,4980.0,0.781
北投區,32.8,3.0,2.0,2.0,0.0,0,4,5,1050.0,2.469
大安區,33.4,0.0,1.0,0.0,0.0,0,4,15,1390.0,5.084
大安區,24.9,0.0,1.0,1.0,0.0,1,8,9,2858.0,3.77
大安區,37.3,1.0,1.0,1.0,0.0,0,3,7,2088.0,4.108
大安區,33.9,2.0,2.0,2.0,0.0,0,9,9,6280.0,6.326
北投區,27.2,0.0,2.0,1.0,0.0,0,-1,6,9600.0,2.784
北投區,7.0,3.0,2.0,3.0,0.0,1,13,14,8588.0,2.666
大安區,40.1,4.0,2.0,2.0,0.0,0,4,5,2750.0,6.575
大安區,25.5,1.0,0.0,1.0,0.0,0,5,6,930.0,8.36
大安區,20.2,2.0,1.0,2.0,2.0,1,9,10,3888.0,6.418
大安區,9.4,4.0,2.0,3.0,1.0,1,5,14,14500.0,5.992
北投區,40.0,3.0,2.0,2.0,0.0,0,5,5,1498.0,6.986
北投區,45.9,3.0,2.0,1.0,0.0,0,2,4,1350.0,44.001
大安區,40.6,4.0,1.0,0.0,0.0,0,-1,7,1850.0,7.251
北投區,3.5,4.0,2.0,2.0,0.0,1,9,10,3200.0,2.253
大安區,42.5,3.0,2.0,2.0,1.0,0,7,8,4888.0,4.108
大安區,55.0,0.0,1.0,1.0,0.0,0,1,4,4280.0,9.118
大安區,37.4,1.0,2.0,2.0,0.0,1,1,6,6888.0,2.801
大安區,59.2,1.0,1.0,1.0,0.0,0,1,1,2500.0,5.992
北投區,36.5,3.0,0.0,4.0,0.0,0,1,5,6500.0,17.841
大安區,0.8,1.0,2.0,1.0,1.0,1,9,15,3568.0,6.326
北投區,30.5,3.0,2.0,1.0,0.0,0,4,5,1580.0,1.42
大安區,44.5,2.0,2.0,1.5,1.5,0,3,7,3688.0,6.163
大安區,40.7,4.0,1.0,3.0,1.0,0,1,7,9880.0,5.206
大安區,41.8,2.0,2.0,1.0,1.0,0,1,7,15000.0,4.108
大安區,43.6,3.0,1.0,1.0,0.0,0,4,7,1928.0,6.418
大安區,24.5,2.0,2.0,1.0,0.0,0,2,5,2480.0,5.488
大安區,24.9,0.0,1.0,1.0,0.0,0,9,12,2300.0,5.305
大安區,43.7,1.0,2.0,0.0,1.0,0,1,7,7988.0,3.25
大安區,44.1,0.0,1.0,1.0,0.0,0,1,7,15000.0,3.77
北投區,31.0,5.0,2.0,4.0,5.0,1,-1,5,3888.0,5.377
大安區,42.8,3.0,2.0,2.0,2.0,0,7,7,6150.0,5.084
北投區,4.9,3.0,2.0,2.0,0.0,1,3,5,4500.0,134.582
大安區,11.6,0.0,1.0,1.0,0.0,1,11,12,1988.0,5.756
北投區,36.6,3.0,2.0,2.0,1.0,0,7,7,3380.0,17.841
大安區,38.4,0.0,1.0,2.0,0.0,0,-1,5,2700.0,5.084
大安區,11.1,4.0,2.0,3.0,0.0,1,9,17,33800.0,3.77
北投區,15.6,0.0,2.0,1.0,0.0,1,12,13,1060.0,44.001
北投區,37.5,3.0,2.0,2.0,1.0,0,5,5,1750.0,4.135
大安區,48.5,1.0,1.0,1.0,0.0,0,2,4,1100.0,8.36
北投區,37.5,4.0,2.0,1.0,0.0,0,-1,5,2380.0,14.958
大安區,24.9,3.0,2.0,2.0,1.0,1,1,5,6180.0,9.118
大安區,30.7,5.0,2.0,2.0,0.0,0,4,26,4588.0,6.085
大安區,6.4,0.0,1.0,0.0,0.0,1,4,38,25300.0,5.66
大安區,43.7,2.0,2.0,2.0,0.0,0,7,7,7000.0,5.305
大安區,45.5,3.0,2.0,1.0,0.0,0,1,4,3800.0,6.29
大安區,32.6,0.0,2.0,2.0,0.0,0,1,12,7688.0,7.35
北投區,36.1,3.0,2.0,1.0,0.0,0,3,5,1480.0,44.001
大安區,41.3,0.0,1.0,2.0,0.0,0,1,7,9999.0,5.084
北投區,36.7,2.0,2.0,1.0,0.0,0,7,7,2780.0,40.188
北投區,8.6,1.0,1.0,2.0,0.0,1,4,5,2058.0,35.368
北投區,25.3,5.0,2.0,5.0,0.0,0,-1,4,7550.0,0.779
大安區,43.6,1.0,2.0,1.0,0.0,0,7,12,2700.0,4.316
北投區,22.9,0.0,1.0,1.0,0.0,0,1,14,1600.0,2.353
北投區,5.5,4.0,2.0,2.0,0.0,1,3,5,5600.0,5.377
大安區,13.1,4.0,2.0,3.0,1.0,1,2,9,16966.0,7.076
北投區,25.7,1.0,1.0,0.0,0.0,0,6,12,1398.0,1.42
大安區,43.8,0.0,1.0,1.0,0.0,0,1,12,15000.0,3.77
北投區,8.8,4.0,2.0,4.0,0.0,1,20,27,9500.0,1.407
大安區,24.4,4.0,2.0,2.0,0.0,1,2,9,6280.0,5.206
北投區,9.3,4.0,2.0,2.0,0.0,1,5,19,3180.0,2.469
北投區,36.3,3.0,2.0,2.0,0.0,0,1,7,2380.0,40.188
北投區,13.8,3.0,2.0,2.0,2.0,1,1,7,3480.0,40.188
大安區,34.7,6.0,2.0,5.0,2.0,1,12,15,21000.0,5.51
大安區,32.3,3.0,2.0,2.0,0.0,0,1,25,6160.0,7.076
大安區,11.6,1.0,1.0,1.0,0.0,1,6,12,3980.0,5.756
北投區,22.9,3.0,1.0,1.0,0.0,1,6,18,2280.0,0.78
北投區,12.6,0.0,2.0,1.0,0.0,1,6,10,1358.0,4.135
大安區,33.8,3.0,2.0,2.0,0.0,0,5,5,2800.0,9.118
大安區,40.5,1.0,1.0,1.0,0.0,0,1,5,1798.0,7.251
大安區,8.4,4.0,2.0,3.0,0.0,1,16,19,13800.0,7.35
北投區,43.1,4.0,2.0,2.0,1.0,0,2,10,4500.0,0.781
大安區,33.4,5.0,3.0,4.0,1.0,1,6,15,11200.0,5.992
北投區,9.3,1.0,1.0,1.0,0.0,0,14,19,1380.0,2.469
大安區,43.4,0.0,2.0,1.0,2.0,0,2,12,4580.0,6.326
大安區,50.3,0.0,2.0,1.0,0.0,0,1,6,2380.0,5.305
北投區,27.3,3.0,2.0,1.0,0.0,0,-1,5,1280.0,7.897
大安區,24.9,0.0,2.0,1.0,0.0,1,-1,16,6200.0,4.316
北投區,10.3,2.0,2.0,2.0,0.0,1,2,5,3080.0,2.927
北投區,20.6,0.0,2.0,1.0,0.0,0,-1,16,798.0,134.582
大安區,11.0,0.0,1.0,1.0,0.0,0,1,11,4600.0,4.574
大安區,14.0,1.0,1.0,1.0,1.0,0,5,5,1958.0,6.085
北投區,12.9,1.0,2.0,1.0,0.0,1,1,11,1680.0,2.927
大安區,3.7,3.0,2.0,3.0,0.0,1,5,14,5600.0,8.36
北投區,1.1,3.0,2.0,2.0,0.0,0,1,9,4888.0,4.159
北投區,4.3,3.0,2.0,3.0,1.0,1,18,25,13600.0,0.779
北投區,30.6,3.0,2.0,2.0,0.0,0,3,5,1388.0,84.617
大安區,27.6,4.0,2.0,2.0,0.0,1,-1,5,4860.0,6.257
北投區,15.7,0.0,2.0,1.0,0.0,1,2,15,3150.0,38.558
大安區,33.4,0.0,2.0,0.0,0.0,0,2,15,4500.0,5.084
大安區,8.4,3.0,2.0,2.0,0.0,1,11,19,15000.0,7.35
大安區,43.2,2.0,2.0,2.0,0.0,0,4,12,3200.0,6.326
大安區,43.4,5.0,2.0,2.0,0.0,0,-1,5,4500.0,3.25
大安區,36.1,3.0,2.0,1.0,0.0,0,5,5,2380.0,6.418
北投區,7.7,3.0,2.0,2.0,0.0,1,8,12,3980.0,4.67
大安區,8.3,3.0,2.0,2.0,0.0,1,7,9,8980.0,6.257
北投區,17.1,4.0,2.0,2.0,1.0,1,2,20,4880.0,1.407
北投區,24.5,0.0,1.0,1.0,0.0,1,2,12,18000.0,14.557
北投區,5.7,1.0,2.0,1.0,0.0,1,3,8,2190.0,3.333
大安區,40.8,2.0,2.0,3.0,0.0,0,1,5,6300.0,3.77
大安區,22.5,1.0,2.0,1.0,0.0,1,7,11,2800.0,7.35
北投區,15.8,5.0,2.0,2.0,0.0,1,-1,4,8800.0,2.56
北投區,7.0,4.0,2.0,4.0,0.0,1,9,9,5988.0,4.135
大安區,10.8,2.0,2.0,3.0,0.0,1,2,9,9888.0,8.36
北投區,20.6,1.0,2.0,1.0,0.0,0,-1,16,980.0,134.582
北投區,35.1,4.0,2.0,2.0,0.0,0,5,5,1920.0,4.135
北投區,4.8,1.0,1.0,1.0,0.0,1,2,5,1176.0,2.56
大安區,41.5,2.0,1.0,1.0,0.0,0,1,5,1988.0,6.418
大安區,42.4,3.0,2.0,2.0,1.0,0,9,14,5018.0,4.316
北投區,6.3,3.0,2.0,2.0,0.0,1,6,9,5600.0,5.347
北投區,39.4,4.0,2.0,2.0,1.0,0,1,6,2080.0,47.625
北投區,32.4,4.0,2.0,2.0,0.0,0,4,5,1660.0,148.535
大安區,17.2,1.0,1.0,1.0,0.0,0,2,6,1560.0,4.108
大安區,34.0,0.0,2.0,0.0,0.0,0,7,7,1680.0,4.474
北投區,9.1,0.0,3.0,1.0,1.0,1,7,7,4588.0,24.489
北投區,2.2,0.0,2.0,0.0,0.0,1,4,5,5190.0,35.368
北投區,7.1,2.0,2.0,2.0,0.0,0,3,7,2880.0,2.784
北投區,7.6,4.0,2.0,2.0,0.0,1,2,12,5880.0,2.784
大安區,0.8,2.0,4.0,2.0,0.0,1,2,15,4920.0,6.326
大安區,-1,0.0,0.0,0.0,0.0,0,1,2,7688.0,6.418
大安區,39.1,2.0,2.0,1.0,0.0,0,7,7,5400.0,4.876
北投區,4.4,2.0,2.0,1.0,0.0,1,1,9,3780.0,4.135
大安區,32.7,0.0,1.0,1.0,1.0,0,4,12,6980.0,5.305
北投區,43.4,4.0,2.0,2.0,0.0,0,5,5,3220.0,5.347
北投區,25.9,1.0,2.0,2.0,0.0,0,-1,7,638.0,44.001
北投區,37.1,1.0,2.0,1.0,0.0,0,8,12,550.0,40.102
北投區,38.6,3.0,2.0,2.0,0.0,0,5,5,1088.0,17.618
北投區,25.7,0.0,1.0,1.0,0.0,0,4,12,850.0,1.42
北投區,32.2,3.0,2.0,2.0,0.0,0,1,4,3780.0,21.166
大安區,35.3,4.0,2.0,2.0,1.0,1,5,5,8500.0,4.108
北投區,15.6,0.0,1.0,1.0,0.0,1,10,13,868.0,44.001
北投區,2.2,0.0,2.0,0.0,0.0,1,1,5,5000.0,35.368
北投區,2.2,0.0,3.0,0.0,0.0,1,3,5,6300.0,35.368
北投區,2.2,0.0,2.0,0.0,0.0,1,1,5,4820.0,35.368
北投區,24.3,3.0,3.0,4.0,0.0,1,9,10,6980.0,7.417
大安區,12.4,0.0,2.0,1.0,0.0,1,5,14,1450.0,6.466
北投區,9.6,2.0,2.0,2.0,1.0,0,6,7,4200.0,2.784
北投區,14.5,3.0,2.0,4.0,2.0,1,4,23,11800.0,17.841
北投區,36.5,3.0,2.0,2.0,0.0,0,5,5,1280.0,134.582
大安區,47.8,1.0,1.0,1.0,0.0,0,4,15,1650.0,5.51
北投區,25.1,2.0,3.0,3.5,3.5,1,7,10,2980.0,74.101
大安區,33.4,0.0,1.0,0.0,0.0,0,4,15,998.0,5.084
大安區,12.6,1.0,2.0,0.0,2.0,1,2,12,4380.0,4.108
大安區,50.8,0.0,1.0,1.0,1.0,0,1,12,19800.0,3.77
北投區,9.2,1.0,2.0,1.5,1.5,1,1,5,2188.0,51.204
大安區,34.1,2.0,1.0,1.0,0.0,0,18,18,3031.0,6.326
北投區,4.9,1.5,2.0,1.5,1.5,1,5,5,2280.0,14.72
北投區,52.1,2.0,2.0,1.0,1.0,0,3,4,928.0,74.117
北投區,48.5,4.0,2.0,2.0,0.0,0,1,2,5600.0,5.377
大安區,44.2,0.0,1.0,1.0,0.0,0,1,4,4500.0,6.793
大安區,43.5,3.0,2.0,1.0,1.0,0,5,5,3880.0,3.25
北投區,36.7,2.0,2.0,1.0,1.0,0,7,7,2780.0,40.188
大安區,14.8,0.0,1.0,1.0,0.0,0,8,10,1680.0,4.474
大安區,46.8,5.0,2.0,2.0,0.0,0,3,7,5888.0,5.305
大安區,46.4,3.0,2.0,1.5,1.5,0,1,4,4580.0,9.118
大安區,11.0,4.0,2.0,4.0,1.0,1,6,7,12000.0,4.949
北投區,40.1,1.0,2.0,1.0,0.0,0,1,5,4000.0,4.851
北投區,59.8,3.0,2.0,3.0,2.0,0,1,2,5688.0,44.001
大安區,39.8,3.0,2.0,2.0,1.0,0,2,12,7980.0,7.35
大安區,38.5,0.0,1.0,2.0,0.0,0,1,7,12800.0,2.801
北投區,41.1,0.0,1.0,0.0,0.0,0,4,4,830.0,84.971
北投區,37.2,2.0,1.0,2.0,1.0,0,1,5,2480.0,4.851
北投區,48.0,3.0,2.0,2.0,3.0,0,1,2,2480.0,17.616
大安區,43.6,2.0,2.0,3.0,1.0,0,1,5,8900.0,9.118
大安區,38.3,0.0,1.0,2.0,0.0,0,1,7,9800.0,5.059
大安區,0.8,1.0,2.0,1.0,0.0,1,2,15,2466.0,6.326
大安區,13.3,1.0,1.0,1.0,0.0,0,5,9,1680.0,3.77
北投區,19.7,3.0,3.0,2.0,0.0,1,3,4,3800.0,35.368
大安區,18.4,1.0,2.0,3.0,1.0,1,2,8,6900.0,5.305
大安區,23.7,2.0,2.0,3.0,0.0,1,2,10,7480.0,3.891
大安區,50.9,6.0,2.0,1.0,0.0,0,1,3,6900.0,6.29
北投區,57.5,0.0,2.0,1.0,0.0,0,1,1,3580.0,6.986
大安區,14.2,0.0,1.0,1.0,0.0,1,14,14,1888.0,3.891
北投區,36.5,3.0,2.0,2.0,0.0,0,5,5,1498.0,134.582
大安區,10.1,4.0,2.0,2.0,1.0,1,5,7,7500.0,4.949
北投區,4.8,1.0,1.0,1.0,0.0,0,2,5,868.0,2.56
大安區,40.5,2.0,3.0,2.0,0.0,0,10,12,4480.0,5.305
大安區,18.0,3.0,2.0,3.0,0.0,1,6,7,8588.0,7.251
北投區,37.3,5.0,3.0,2.0,0.0,0,-1,5,3800.0,4.851
北投區,26.6,0.0,6.0,1.0,0.0,0,-1,6,3688.0,3.188
大安區,43.9,3.0,2.0,2.0,0.0,0,11,12,4500.0,5.084
大安區,27.0,0.0,1.0,1.0,0.0,0,1,12,12700.0,4.751
北投區,54.3,5.0,2.0,4.0,0.0,0,1,2,32000.0,117.137
大安區,17.2,0.0,1.0,0.0,0.0,0,1,6,6980.0,4.108
北投區,15.9,4.0,3.0,3.0,0.0,1,-1,3,4888.0,2.56
北投區,7.5,2.0,2.0,1.0,0.0,0,10,14,2080.0,2.56
大安區,2.6,1.0,1.0,1.0,0.0,0,3,7,2388.0,6.085
大安區,38.8,4.0,2.0,2.0,0.0,0,4,5,3980.0,2.25
北投區,24.3,0.0,1.0,1.0,0.0,0,1,8,3580.0,14.418
北投區,9.8,4.0,4.0,5.0,1.0,1,-1,4,9388.0,134.582
北投區,9.8,4.0,4.0,5.0,1.0,1,-1,4,11500.0,134.582
大安區,43.4,1.0,3.0,2.0,1.0,1,11,13,6500.0,5.084
大安區,44.9,3.0,2.0,2.0,0.0,0,-1,4,5750.0,5.305
北投區,8.2,3.0,2.0,2.0,0.0,1,2,5,4980.0,134.582
大安區,32.3,1.0,1.0,1.0,0.0,0,1,25,2100.0,7.076
北投區,53.5,4.0,2.0,3.0,0.0,1,1,2,13800.0,88.804
北投區,13.3,1.0,1.0,2.0,0.0,0,7,10,1280.0,74.101
大安區,34.7,3.0,2.0,2.0,0.0,0,5,5,2780.0,7.455
北投區,30.6,3.0,3.0,2.0,0.0,1,2,13,3588.0,2.651
北投區,47.6,0.0,2.0,2.0,0.0,0,1,2,2580.0,17.618
大安區,39.3,0.0,1.0,1.0,0.0,0,1,14,10500.0,5.51
大安區,40.5,4.0,2.0,2.0,0.0,0,6,7,6380.0,4.876
北投區,6.8,0.0,2.0,2.0,0.0,1,5,5,3828.0,134.582
北投區,21.0,2.0,2.0,2.0,0.0,1,12,13,1558.0,148.535
北投區,6.8,0.0,1.0,0.0,0.0,1,5,5,7300.0,44.001
北投區,6.8,0.0,1.0,0.0,0.0,1,4,5,7300.0,44.001
北投區,19.5,3.0,2.0,4.0,1.0,1,2,7,4600.0,44.001
大安區,32.3,1.0,2.0,1.0,0.0,0,2,12,12888.0,5.084
大安區,44.0,0.0,3.0,2.0,1.0,0,-1,5,4980.0,7.251
大安區,35.3,2.0,2.0,1.0,0.0,0,3,12,2780.0,8.36
大安區,39.2,0.0,2.0,1.0,0.0,0,-1,7,25800.0,6.163
大安區,9.1,1.0,1.0,1.0,1.0,1,5,9,3888.0,6.277
北投區,24.0,3.0,3.0,4.0,2.0,1,-1,3,5880.0,67.305
北投區,36.4,4.0,2.0,2.0,0.0,0,1,7,2388.0,134.582
大安區,43.6,4.0,2.0,2.0,0.0,0,5,12,5680.0,4.316
大安區,35.0,4.0,2.0,2.0,0.0,0,3,6,5780.0,5.51
大安區,9.6,1.0,2.0,1.0,0.0,1,4,7,3450.0,5.99
大安區,48.1,3.0,2.0,2.0,0.0,0,7,12,6688.0,3.77
大安區,39.6,1.0,1.0,1.0,0.0,0,4,12,1180.0,5.305
大安區,25.6,1.0,3.0,3.0,1.0,1,-1,5,6388.0,7.582
大安區,31.8,2.0,1.0,1.5,1.5,0,2,12,3500.0,5.66
大安區,50.7,3.0,2.0,3.0,1.0,0,6,7,6500.0,6.29
北投區,55.0,4.0,2.0,6.0,0.0,0,1,2,12800.0,142.573
大安區,40.7,0.0,1.0,0.0,0.0,0,1,7,6000.0,5.206
北投區,8.6,0.0,2.0,3.0,0.0,1,19,23,13800.0,0.779
大安區,18.4,4.0,2.0,3.0,1.0,1,5,16,15300.0,7.777
大安區,5.4,4.0,2.0,3.0,0.0,1,15,23,16800.0,8.98
北投區,40.7,0.0,2.0,1.0,0.0,0,-1,5,3980.0,4.135
大安區,5.4,4.0,2.0,3.0,0.0,1,21,23,12888.0,8.98
北投區,14.5,4.0,3.0,2.0,0.0,1,8,11,5480.0,0.781
北投區,11.1,3.0,2.0,2.0,0.0,1,3,12,4300.0,3.929
北投區,6.1,0.0,2.0,3.0,1.0,1,8,12,8688.0,17.841
北投區,9.0,2.0,2.0,2.0,1.0,1,2,5,5480.0,40.188
北投區,9.6,2.0,2.0,2.0,1.0,1,3,7,4200.0,2.784
大安區,6.7,5.0,2.0,5.0,1.0,1,2,16,19300.0,7.363
北投區,8.8,3.0,2.0,2.0,0.0,1,6,21,3980.0,2.906
北投區,25.8,5.0,5.0,5.0,2.0,1,5,22,10560.0,7.417
北投區,12.6,3.0,2.0,2.0,0.0,1,3,7,2550.0,29.803
大安區,3.4,0.0,2.0,0.0,0.0,1,12,12,12500.0,5.756
大安區,24.9,0.0,1.0,1.0,0.0,0,11,12,2100.0,5.305
北投區,26.6,5.0,2.0,4.0,0.0,1,11,16,7388.0,4.67
北投區,6.5,3.0,2.0,2.0,1.0,1,6,9,7300.0,4.159
大安區,35.5,0.0,2.0,2.0,0.0,0,1,26,12900.0,6.163
大安區,4.4,0.0,1.0,0.0,0.0,1,3,14,7998.0,3.891
北投區,13.5,5.0,2.0,4.0,1.0,1,6,15,7998.0,0.781
大安區,31.6,1.0,3.0,1.0,0.0,0,-1,7,6800.0,6.29
北投區,31.4,0.0,1.0,1.0,0.0,0,1,14,2590.0,1.407
北投區,48.0,3.0,2.0,1.0,0.0,0,1,2,4088.0,8.018
大安區,15.5,0.0,1.0,1.0,0.0,1,1,11,12500.0,5.059
大安區,33.2,0.0,1.0,1.0,0.0,0,3,9,3658.0,5.99
北投區,25.9,3.0,2.0,2.0,0.0,1,1,5,3880.0,24.797
北投區,8.4,1.0,1.0,1.0,0.0,1,3,5,1088.0,35.368
北投區,55.0,2.0,3.0,5.0,0.0,0,1,2,26800.0,123.12
大安區,11.4,3.0,2.0,2.0,0.0,1,3,10,3768.0,6.257
北投區,40.1,3.0,2.0,2.0,0.0,1,5,7,1766.0,134.582
大安區,37.6,3.0,2.0,2.0,0.0,1,4,12,4200.0,8.36
大安區,49.2,0.0,1.0,0.0,0.0,0,1,6,3980.0,6.29
大安區,15.7,4.0,2.0,4.0,1.0,1,9,18,63000.0,2.801
大安區,38.5,1.0,1.0,1.0,0.0,0,9,11,1598.0,5.084
大安區,8.2,0.0,1.0,2.0,0.0,1,2,7,5388.0,5.305
北投區,35.4,3.0,2.0,4.0,0.0,0,1,3,4390.0,432.854
北投區,21.4,6.0,5.0,5.0,1.0,1,-1,2,15400.0,242.77
大安區,24.9,1.0,1.0,1.0,0.0,0,7,16,1275.0,4.316
大安區,11.6,4.0,2.0,2.0,1.0,1,6,7,12000.0,5.992
北投區,7.0,3.0,2.0,2.0,0.0,1,7,7,3988.0,3.929
北投區,44.7,3.0,2.0,2.0,0.0,0,1,6,2488.0,40.215
北投區,46.1,2.0,2.0,2.0,1.0,0,1,2,1680.0,17.618
大安區,49.4,3.0,5.0,2.5,2.5,0,2,12,7880.0,4.108
大安區,38.5,0.0,2.0,1.0,0.0,0,-1,14,81270.0,5.305
北投區,11.7,1.0,1.0,1.0,0.0,1,9,12,1160.0,44.001
大安區,50.5,3.0,2.0,2.0,1.0,0,7,12,4980.0,5.084
北投區,3.8,2.0,2.0,2.0,0.0,1,10,24,3050.0,14.557
大安區,56.0,0.0,1.0,1.0,0.0,0,1,4,6800.0,4.108
大安區,45.0,4.0,3.0,4.0,0.0,0,7,7,5888.0,4.876
北投區,-1,2.0,2.0,1.0,0.0,0,6,15,1688.0,1.42
北投區,37.9,2.0,2.0,1.0,0.0,0,5,5,1100.0,2.56
北投區,27.3,4.0,2.0,2.0,0.0,0,-1,5,1880.0,7.917
大安區,38.4,0.0,1.0,1.0,0.0,0,9,12,2988.0,4.751